run,pair,open_date,close_date,is_short,leverage,stake_amount,max_stake_amount,open_rate,close_rate,amount,profit_abs,profit_ratio,fee_open,fee_close,funding_fees,initial_stop_loss_ratio,trade_duration,exit_reason,is_open,entry_orders
btc-freinforced-original_late_base,BTC/USDT:USDT,2026-09-04 15:45:00+00:00,2026-09-04 16:20:00+00:00,False,1.0,2495.63432,2495.63432,79478.8,79423.3,0.0314,-5.32148759,-0.002130827065397917,0.0007,0.0007,-0.08611943536235842,-0.05,35,exit_signal,False,1
btc-freinforced-original_late_base,BTC/USDT:USDT,2026-09-06 08:10:00+00:00,2026-09-06 08:25:00+00:00,False,1.0,2499.07964,2499.07964,79842.8,79778.5,0.0313,-5.50989268,-0.0022032264858445417,0.0007,0.0007,0.0,-0.05,15,exit_signal,False,1
btc-freinforced-original_late_base,BTC/USDT:USDT,2026-09-06 17:10:00+00:00,2026-09-06 17:25:00+00:00,True,1.0,2498.07096,2498.07096,79556.4,79690.5,0.0314,-7.71098686,-0.003088938807339677,0.0007,0.0007,0.0,-0.05,15,exit_signal,False,1
btc-volatility-1h-risk_early_base,BTC/USDT:USDT,2026-03-16 06:00:00+00:00,2026-03-18 06:00:00+00:00,False,1.0,2469.73113,2469.73113,74166.1,73920.2,0.0333,-11.64036165,-0.004709913138047686,0.0007,0.0007,0.0,-0.02,2880,research_timeout_48h,False,1
btc-volatility-1h-risk_early_base,BTC/USDT:USDT,2026-03-22 00:00:00+00:00,2026-03-23 11:05:00+00:00,True,1.0,2466.23694,2466.23694,68889.3,70267.0,0.0358,-52.80891688,-0.021427750172419123,0.0007,0.0007,0.0,-0.02,2105,stop_loss,False,1
btc-volatility-1h-risk_early_base,BTC/USDT:USDT,2026-03-23 12:00:00+00:00,2026-03-25 12:00:00+00:00,False,1.0,2453.4965,2453.4965,70099.9,71643.6,0.035,50.55678425,0.020591600296360903,0.0007,0.0007,0.0,-0.02,2880,research_timeout_48h,False,1
btc-volatility-1h-risk_early_base,BTC/USDT:USDT,2026-04-06 00:00:00+00:00,2026-04-08 00:00:00+00:00,False,1.0,2470.4864,2470.4864,69008.0,71904.7,0.0358,100.17058774,0.040518546217390844,0.0007,0.0007,0.0,-0.02,2880,research_timeout_48h,False,1
btc-volatility-1h-risk_early_base,BTC/USDT:USDT,2026-04-08 01:00:00+00:00,2026-04-10 01:00:00+00:00,False,1.0,2495.0208,2495.0208,71696.0,71945.7,0.0348,5.19044819,0.0020788674057577133,0.0007,0.0007,0.0,-0.02,2880,research_timeout_48h,False,1
btc-volatility-1h-risk_early_base,BTC/USDT:USDT,2026-04-13 15:00:00+00:00,2026-04-15 15:00:00+00:00,False,1.0,2495.9715,2495.9715,72347.0,74111.0,0.0345,57.3210393,0.022949357650979548,0.0007,0.0007,0.0,-0.02,2880,research_timeout_48h,False,1
btc-volatility-1h-risk_early_base,BTC/USDT:USDT,2026-04-17 15:00:00+00:00,2026-04-18 10:05:00+00:00,False,1.0,2498.79882,2498.79882,77844.2,76287.4,0.0321,-53.43661705,-0.021369962702196016,0.0007,0.0007,0.0,-0.02,1145,stop_loss,False,1
btc-volatility-1h-risk_early_base,BTC/USDT:USDT,2026-04-27 06:00:00+00:00,2026-04-29 06:00:00+00:00,True,1.0,2495.45721,2495.45721,77740.1,77244.9,0.0321,12.41340705,0.004977886405740148,0.0007,0.0007,0.0,-0.02,2880,research_timeout_48h,False,1
btc-volatility-1h-risk_early_base,BTC/USDT:USDT,2026-05-04 03:00:00+00:00,2026-05-04 10:15:00+00:00,False,1.0,2492.29491,2492.29491,80138.1,78535.4,0.0311,-53.2982921,-0.021370267691725373,0.0007,0.0007,0.0,-0.02,435,stop_loss,False,1
btc-volatility-1h-risk_early_base,BTC/USDT:USDT,2026-05-11 00:00:00+00:00,2026-05-11 03:15:00+00:00,False,1.0,2481.92358,2481.92358,82182.9,80539.3,0.0302,-53.07666731,-0.02137033551704175,0.0007,0.0007,0.0,-0.02,195,stop_loss,False,1
btc-volatility-1h-risk_early_base,BTC/USDT:USDT,2026-05-14 15:00:00+00:00,2026-05-15 13:35:00+00:00,False,1.0,2467.98985,2467.98985,80917.7,79299.4,0.0305,-52.77878508,-0.021370373858692417,0.0007,0.0007,0.0,-0.02,1355,stop_loss,False,1
btc-volatility-1h-risk_early_base,BTC/USDT:USDT,2026-05-23 21:00:00+00:00,2026-05-25 21:00:00+00:00,False,1.0,2456.77578,2456.77578,77257.1,77248.0,0.0318,-3.72866353,-0.0015166444254412557,0.0007,0.0007,0.0,-0.02,2880,research_timeout_48h,False,1
btc-volatility-1h-risk_early_base,BTC/USDT:USDT,2026-06-02 15:00:00+00:00,2026-06-04 15:00:00+00:00,True,1.0,2455.06353,2455.06353,68007.3,63924.1,0.0361,144.06961352,0.05872374833942692,0.0007,0.0007,0.0,-0.02,2880,research_timeout_48h,False,1
btc-volatility-1h-risk_early_base,BTC/USDT:USDT,2026-06-15 00:00:00+00:00,2026-06-17 00:00:00+00:00,False,1.0,2496.5164,2496.5164,65697.8,65648.7,0.038,-4.7334649,-0.0018947016700332346,0.0007,0.0007,0.6261519988758965,-0.02,2880,research_timeout_48h,False,1
btc-volatility-1h-risk_early_base,BTC/USDT:USDT,2026-06-17 21:00:00+00:00,2026-06-19 21:00:00+00:00,True,1.0,2492.2026,2492.2026,64398.0,63215.8,0.0387,42.52990656,0.017077142263170815,0.0007,0.0007,0.23582440175982747,-0.02,2880,research_timeout_48h,False,1
btc-volatility-1h-risk_early_base,BTC/USDT:USDT,2026-06-24 15:00:00+00:00,2026-06-26 15:00:00+00:00,True,1.0,2498.57282,2498.57282,61089.8,59571.2,0.0409,58.39409035,0.02338734912132458,0.0007,0.0007,-0.262125217349439,-0.02,2880,research_timeout_48h,False,1
btc-volatility-1h-risk_early_base,BTC/USDT:USDT,2026-07-06 18:00:00+00:00,2026-07-08 08:15:00+00:00,False,1.0,2498.07306,2498.07306,63564.2,62293.0,0.0393,-54.23968484,-0.021697421299386007,0.0007,0.0007,-0.8191932653690875,-0.02,2295,stop_loss,False,1
btc-volatility-1h-risk_late_base,BTC/USDT:USDT,2026-07-14 15:00:00+00:00,2026-07-16 15:00:00+00:00,False,1.0,2474.6876,2474.6876,64277.6,64509.9,0.0385,4.40469612,0.0017786548045528431,0.0007,0.0007,-1.0680307566478433,-0.02,2880,research_timeout_48h,False,1
btc-volatility-1h-risk_late_base,BTC/USDT:USDT,2026-07-20 18:00:00+00:00,2026-07-22 18:00:00+00:00,False,1.0,2471.48382,2471.48382,65556.6,65993.6,0.0377,12.86994924,0.005203734887245113,0.0007,0.0007,-0.1333409826626646,-0.02,2880,research_timeout_48h,False,1
btc-volatility-1h-risk_late_base,BTC/USDT:USDT,2026-07-24 15:00:00+00:00,2026-07-26 15:00:00+00:00,True,1.0,2478.07323,2478.07323,64032.9,64684.0,0.0387,-28.25675763,-0.011410700407691784,0.0007,0.0007,0.42775318723727107,-0.02,2880,research_timeout_48h,False,1
btc-volatility-1h-risk_late_base,BTC/USDT:USDT,2026-07-27 00:00:00+00:00,2026-07-27 22:45:00+00:00,False,1.0,2471.33754,2471.33754,65379.3,64071.8,0.0378,-53.22078968,-0.021520152681033196,0.0007,0.0007,-0.3720135754767921,-0.02,1365,stop_loss,False,1
btc-volatility-1h-risk_late_base,BTC/USDT:USDT,2026-07-28 00:00:00+00:00,2026-07-30 00:00:00+00:00,True,1.0,2453.5049,2453.5049,63727.4,63955.0,0.0385,-11.6040915,-0.004732910887619513,0.0007,0.0007,0.5995491839040408,-0.02,2880,research_timeout_48h,False,1
btc-volatility-1h-risk_late_base,BTC/USDT:USDT,2026-08-03 15:00:00+00:00,2026-08-05 15:00:00+00:00,False,1.0,2455.22304,2455.22304,63938.1,64440.0,0.0384,15.14485162,0.006164107045709478,0.0007,0.0007,-0.6773050542974791,-0.02,2880,research_timeout_48h,False,1
btc-volatility-1h-risk_late_base,BTC/USDT:USDT,2026-08-12 15:00:00+00:00,2026-08-14 15:00:00+00:00,True,1.0,2457.89464,2457.89464,63347.8,62590.1,0.0388,27.19928852,0.01107384381575903,0.0007,0.0007,1.221001885073302,-0.02,2880,research_timeout_48h,False,1
btc-volatility-1h-risk_late_base,BTC/USDT:USDT,2026-08-17 03:00:00+00:00,2026-08-19 03:00:00+00:00,False,1.0,2465.40031,2465.40031,63377.9,64330.1,0.0389,33.13889315,0.0134321846302899,0.0007,0.0007,-0.4241980111783237,-0.02,2880,research_timeout_48h,False,1
btc-volatility-1h-risk_late_base,BTC/USDT:USDT,2026-08-19 15:00:00+00:00,2026-08-21 15:00:00+00:00,False,1.0,2471.0475,2471.0475,65894.6,77388.3,0.0375,426.18803131,0.17235197153196696,0.0007,0.0007,-1.0645425641026443,-0.02,2880,research_timeout_48h,False,1
btc-volatility-1h-risk_late_base,BTC/USDT:USDT,2026-09-03 15:00:00+00:00,2026-09-04 14:40:00+00:00,False,1.0,2496.0704,2496.0704,80518.4,78908.1,0.031,-53.70150969,-0.02149937154358708,0.0007,0.0007,-0.3226546362049341,-0.02,1420,stop_loss,False,1
btc-volatility-1h-risk_late_base,BTC/USDT:USDT,2026-09-04 15:00:00+00:00,2026-09-06 15:00:00+00:00,True,1.0,2492.35836,2492.35836,78872.1,79505.2,0.0316,-23.35854441,-0.00937862998352747,0.0007,0.0007,0.15072146568049738,-0.02,2880,research_timeout_48h,False,1
btc-volatility-original_early_base,BTC/USDT:USDT,2026-03-16 06:00:00+00:00,2026-03-22 00:00:00+00:00,False,2.0,1249.698785,1249.698785,74166.1,68889.3,0.0337,-181.20283689,-0.1448957827317228,0.0007,0.0007,0.0,-1.0,8280,exit_signal,False,1
btc-volatility-original_early_base,BTC/USDT:USDT,2026-03-22 00:00:00+00:00,2026-03-23 12:00:00+00:00,True,2.0,1246.89633,1246.89633,68889.3,70099.9,0.0362,-47.34570633,-0.037997442449829055,0.0007,0.0007,0.0,-1.0,2160,exit_signal,False,1
btc-volatility-original_early_base,BTC/USDT:USDT,2026-03-23 12:00:00+00:00,2026-04-27 06:00:00+00:00,False,2.0,2493.37262,2493.37262,69550.1,77740.1,0.0717,579.82743271,0.23238477585584594,0.0007,0.0007,0.0,-1.0,50040,exit_signal,False,2
btc-volatility-original_early_base,BTC/USDT:USDT,2026-04-27 06:00:00+00:00,2026-05-04 03:00:00+00:00,True,2.0,1247.728605,1247.728605,77740.1,80138.1,0.0321,-80.52332315,-0.06458113458116334,0.0007,0.0007,0.0,-1.0,9900,exit_signal,False,1
btc-volatility-original_early_base,BTC/USDT:USDT,2026-05-04 03:00:00+00:00,2026-06-02 15:00:00+00:00,False,2.0,2491.21839,2491.21839,81147.2,68007.3,0.0614,-813.1992195,-0.3261979686314195,0.0007,0.0007,0.0,-1.0,42480,exit_signal,False,2
btc-volatility-original_early_base,BTC/USDT:USDT,2026-06-02 15:00:00+00:00,2026-06-15 00:00:00+00:00,True,2.0,1247.933955,1247.933955,68007.3,65697.8,0.0367,80.42486737,0.0644915573380236,0.0007,0.0007,-0.8988986085591384,-1.0,17820,exit_signal,False,1
btc-volatility-original_early_base,BTC/USDT:USDT,2026-06-15 00:00:00+00:00,2026-06-17 21:00:00+00:00,False,2.0,1248.2582,1248.2582,65697.8,64398.0,0.038,-52.07932082,-0.041692408506863794,0.0007,0.0007,0.773627456569453,-1.0,4140,exit_signal,False,1
btc-volatility-original_early_base,BTC/USDT:USDT,2026-06-17 21:00:00+00:00,2026-07-06 18:00:00+00:00,True,2.0,2498.60761,2498.60761,62700.3,63564.2,0.0797,-66.97254247,-0.026822721511387086,0.0007,0.0007,8.923274903656361,-1.0,27180,exit_signal,False,2
btc-volatility-original_early_base,BTC/USDT:USDT,2026-07-06 18:00:00+00:00,2026-07-10 00:00:00+00:00,False,2.0,1249.03653,1249.03653,63564.2,63196.9,0.0393,-19.39668961,-0.015518458395290086,0.0007,0.0007,-1.4746017493100285,-1.0,4680,force_exit,False,1
btc-volatility-original_late_base,BTC/USDT:USDT,2026-07-14 15:00:00+00:00,2026-07-24 15:00:00+00:00,False,2.0,2491.178175,2491.178175,64622.0,64032.9,0.0771,-55.05420087,-0.022084205152077912,0.0007,0.0007,-2.6909358129727465,-1.0,14400,exit_signal,False,2
btc-volatility-original_late_base,BTC/USDT:USDT,2026-07-24 15:00:00+00:00,2026-07-27 00:00:00+00:00,True,2.0,1248.64155,1248.64155,64032.9,65379.3,0.039,-55.39158142,-0.04439255019815856,0.0007,0.0007,0.6509716356516886,-1.0,3420,exit_signal,False,1
btc-volatility-original_late_base,BTC/USDT:USDT,2026-07-27 00:00:00+00:00,2026-07-28 00:00:00+00:00,False,2.0,1248.74463,1248.74463,65379.3,63727.4,0.0382,-66.98985442,-0.053608233994145965,0.0007,0.0007,-0.43496125982931977,-1.0,1440,exit_signal,False,1
btc-volatility-original_late_base,BTC/USDT:USDT,2026-07-28 00:00:00+00:00,2026-08-03 15:00:00+00:00,True,2.0,1249.05704,1249.05704,63727.4,63938.1,0.0392,-9.61801603,-0.00770561555567562,0.0007,0.0007,2.144565285370658,-1.0,9540,exit_signal,False,1
btc-volatility-original_late_base,BTC/USDT:USDT,2026-08-03 15:00:00+00:00,2026-08-12 15:00:00+00:00,False,2.0,1249.989855,1249.989855,63938.1,63347.8,0.0391,-30.12600762,-0.024084142799769954,0.0007,0.0007,-3.5614625342138417,-1.0,12960,exit_signal,False,1
btc-volatility-original_late_base,BTC/USDT:USDT,2026-08-12 15:00:00+00:00,2026-08-17 03:00:00+00:00,True,2.0,1247.95166,1247.95166,63347.8,63377.9,0.0394,-1.97040916,-0.001580020665695346,0.0007,0.0007,2.7106256470090013,-1.0,6480,exit_signal,False,1
btc-volatility-original_late_base,BTC/USDT:USDT,2026-08-17 03:00:00+00:00,2026-09-04 15:00:00+00:00,False,2.0,2493.95257,2493.95257,64610.2,78872.1,0.0772,1072.6654889,0.42980574738684485,0.0007,0.0007,-20.601709214616168,-1.0,26640,exit_signal,False,2
btc-volatility-original_late_base,BTC/USDT:USDT,2026-09-04 15:00:00+00:00,2026-09-08 00:00:00+00:00,True,2.0,1246.17918,1246.17918,78872.1,79074.4,0.0316,-9.46722159,-0.00760232030782372,0.0007,0.0007,0.4192349948159483,-1.0,4860,force_exit,False,1
xau-volatility-1h-risk_early_base,XAU/USDT:USDT,2026-03-18 15:00:00+00:00,2026-03-20 15:00:00+00:00,True,1.0,2471.3715,2471.3715,4874.5,4575.7,0.507,148.13772402,0.059983492188505697,0.0007,0.0007,0.0,-0.02,2880,research_timeout_48h,False,1
xau-volatility-1h-risk_early_base,XAU/USDT:USDT,2026-03-23 03:00:00+00:00,2026-03-23 12:00:00+00:00,True,1.0,2497.4969,2497.4969,4373.9,4377.8,0.571,-5.72495449,-0.0022938826331819415,0.0007,0.0007,0.0,-0.02,540,exit_signal,False,1
xau-volatility-1h-risk_early_base,XAU/USDT:USDT,2026-03-23 12:00:00+00:00,2026-03-25 12:00:00+00:00,False,1.0,2499.7238,2499.7238,4377.8,4574.9,0.571,108.96570581,0.0435606058444456,0.0007,0.0007,0.0,-0.02,2880,research_timeout_48h,False,1
xau-volatility-1h-risk_early_base,XAU/USDT:USDT,2026-03-30 00:00:00+00:00,2026-03-30 06:15:00+00:00,True,1.0,2497.4598,2497.4598,4451.8,4540.8,0.561,-53.46039402,-0.02142090235436696,0.0007,0.0007,0.0,-0.02,375,stop_loss,False,1
xau-volatility-1h-risk_early_base,XAU/USDT:USDT,2026-04-08 00:00:00+00:00,2026-04-08 18:15:00+00:00,False,1.0,2496.8571,2496.8571,4810.9,4714.7,0.519,-53.38845048,-0.021367304002582008,0.0007,0.0007,0.0,-0.02,1095,stop_loss,False,1
xau-volatility-1h-risk_early_base,XAU/USDT:USDT,2026-04-17 15:00:00+00:00,2026-04-19 15:00:00+00:00,False,1.0,2496.8578,2496.8578,4857.7,4796.4,0.514,-34.98174518,-0.014000506992203877,0.0007,0.0007,0.0,-0.02,2880,research_timeout_48h,False,1
xau-volatility-1h-risk_early_base,XAU/USDT:USDT,2026-04-21 15:00:00+00:00,2026-04-23 15:00:00+00:00,True,1.0,2498.9712,2498.9712,4732.9,4726.3,0.528,-0.01132032,-4.533165398161607e-06,0.0007,0.0007,0.0,-0.02,2880,research_timeout_48h,False,1
xau-volatility-1h-risk_early_base,XAU/USDT:USDT,2026-04-27 00:00:00+00:00,2026-04-27 03:00:00+00:00,True,1.0,2498.1054,2498.1054,4678.1,4712.7,0.534,-21.98668104,-0.008807507680720127,0.0007,0.0007,0.0,-0.02,180,exit_signal,False,1
xau-volatility-1h-risk_early_base,XAU/USDT:USDT,2026-04-27 03:00:00+00:00,2026-04-28 06:00:00+00:00,False,1.0,2493.0183,2493.0183,4712.7,4633.2,0.529,-45.51628677,-0.01824473075734757,0.0007,0.0007,0.0,-0.02,1620,exit_signal,False,1
xau-volatility-1h-risk_early_base,XAU/USDT:USDT,2026-04-28 06:00:00+00:00,2026-04-30 06:00:00+00:00,True,1.0,2483.3952,2483.3952,4633.2,4567.1,0.536,31.97764744,0.01288560414114969,0.0007,0.0007,0.0,-0.02,2880,research_timeout_48h,False,1
xau-volatility-1h-risk_early_base,XAU/USDT:USDT,2026-05-11 15:00:00+00:00,2026-05-13 15:00:00+00:00,False,1.0,2491.9722,2491.9722,4728.6,4685.8,0.527,-26.02857216,-0.010437662548790394,0.0007,0.0007,0.0,-0.02,2880,research_timeout_48h,False,1
xau-volatility-1h-risk_early_base,XAU/USDT:USDT,2026-05-15 06:00:00+00:00,2026-05-17 06:00:00+00:00,True,1.0,2483.1424,2483.1424,4564.6,4534.8,0.544,12.74614848,0.005136667568450261,0.0007,0.0007,0.0,-0.02,2880,research_timeout_48h,False,1
xau-volatility-1h-risk_early_base,XAU/USDT:USDT,2026-05-25 00:00:00+00:00,2026-05-27 00:00:00+00:00,False,1.0,2486.8416,2486.8416,4571.4,4526.8,0.544,-27.72699456,-0.011141682381592632,0.0007,0.0007,0.0,-0.02,2880,research_timeout_48h,False,1
xau-volatility-1h-risk_early_base,XAU/USDT:USDT,2026-05-27 12:00:00+00:00,2026-05-28 15:00:00+00:00,True,1.0,2481.7923,2481.7923,4439.7,4472.7,0.559,-21.93442212,-0.008844328742127058,0.0007,0.0007,0.0,-0.02,1620,exit_signal,False,1
xau-volatility-1h-risk_early_base,XAU/USDT:USDT,2026-05-28 15:00:00+00:00,2026-05-30 15:00:00+00:00,False,1.0,2473.4031,2473.4031,4472.7,4542.2,0.553,34.94383221,0.01411795296850458,0.0007,0.0007,0.0,-0.02,2880,research_timeout_48h,False,1
xau-volatility-1h-risk_early_base,XAU/USDT:USDT,2026-06-01 15:00:00+00:00,2026-06-03 15:00:00+00:00,True,1.0,2483.2072,2483.2072,4466.2,4460.9,0.556,-0.52762732,-0.00021262700826676478,0.0007,0.0007,0.0,-0.02,2880,research_timeout_48h,False,1
xau-volatility-1h-risk_early_base,XAU/USDT:USDT,2026-06-05 15:00:00+00:00,2026-06-07 15:00:00+00:00,True,1.0,2485.568,2485.568,4376.0,4321.3,0.568,27.61155352,0.011116531572100472,0.0007,0.0007,0.0,-0.02,2880,research_timeout_48h,False,1
xau-volatility-1h-risk_early_base,XAU/USDT:USDT,2026-06-15 00:00:00+00:00,2026-06-17 00:00:00+00:00,False,1.0,2491.97,2491.97,4296.5,4334.0,0.58,18.246017,0.007316803060387694,0.0007,0.0007,0.0,-0.02,2880,research_timeout_48h,False,1
xau-volatility-1h-risk_early_base,XAU/USDT:USDT,2026-06-17 21:00:00+00:00,2026-06-19 21:00:00+00:00,True,1.0,2497.1218,2497.1218,4261.3,4165.0,0.586,54.78530696,0.021954749479371385,0.0007,0.0007,1.809975219392275,-0.02,2880,research_timeout_48h,False,1
xau-volatility-1h-risk_early_base,XAU/USDT:USDT,2026-06-22 03:00:00+00:00,2026-06-23 07:40:00+00:00,False,1.0,2499.2664,2499.2664,4193.4,4109.6,0.596,-53.4088116,-0.02135484699986015,0.0007,0.0007,0.0,-0.02,1720,stop_loss,False,1
xau-volatility-1h-risk_early_base,XAU/USDT:USDT,2026-06-30 03:00:00+00:00,2026-06-30 14:05:00+00:00,True,1.0,2494.1648,2494.1648,3971.6,4051.0,0.628,-53.24044923,-0.021360955639561342,0.0007,0.0007,0.1494857251610103,-0.02,665,stop_loss,False,1
xau-volatility-1h-risk_early_base,XAU/USDT:USDT,2026-07-01 12:00:00+00:00,2026-07-03 12:00:00+00:00,False,1.0,2481.648,2481.648,4035.2,4183.2,0.615,87.27388958,0.035143114813859934,0.0007,0.0007,-0.20808921969863925,-0.02,2880,research_timeout_48h,False,1
xau-volatility-1h-risk_early_base,XAU/USDT:USDT,2026-07-08 09:00:00+00:00,2026-07-10 00:00:00+00:00,True,1.0,2497.884,2497.884,4061.6,4127.3,0.615,-43.77929604,-0.0175388300714164,0.0007,0.0007,0.15152541415694795,-0.02,2340,force_exit,False,1
xau-volatility-1h-risk_late_base,XAU/USDT:USDT,2026-07-13 15:00:00+00:00,2026-07-14 12:30:00+00:00,True,1.0,2473.9605,2473.9605,4022.7,4103.1,0.615,-52.13627667,-0.021088775519390805,0.0007,0.0007,0.8078802311254536,-0.02,1290,stop_loss,False,1
xau-volatility-1h-risk_late_base,XAU/USDT:USDT,2026-07-14 15:00:00+00:00,2026-07-16 12:40:00+00:00,False,1.0,2461.9994,2461.9994,4089.7,4008.0,0.602,-54.50435345,-0.022122762130257333,0.0007,0.0007,-1.9085826661171192,-0.02,2740,stop_loss,False,1
xau-volatility-1h-risk_late_base,XAU/USDT:USDT,2026-07-20 03:00:00+00:00,2026-07-22 03:00:00+00:00,False,1.0,2444.7532,2444.7532,4027.6,4133.9,0.607,60.27914176,0.024639287056413786,0.0007,0.0007,-0.7771368858150953,-0.02,2880,research_timeout_48h,False,1
xau-volatility-1h-risk_late_base,XAU/USDT:USDT,2026-07-22 04:00:00+00:00,2026-07-23 13:05:00+00:00,False,1.0,2460.0275,2460.0275,4134.5,4051.9,0.595,-52.5566356,-0.021349302676420132,0.0007,0.0007,0.0,-0.02,1985,stop_loss,False,1
xau-volatility-1h-risk_late_base,XAU/USDT:USDT,2026-07-27 00:00:00+00:00,2026-07-28 03:00:00+00:00,False,1.0,2446.9836,2446.9836,4098.8,4048.5,0.597,-33.43385667,-0.013653736519305227,0.0007,0.0007,0.0,-0.02,1620,exit_signal,False,1
xau-volatility-1h-risk_late_base,XAU/USDT:USDT,2026-07-28 03:00:00+00:00,2026-07-29 18:00:00+00:00,True,1.0,2441.2455,2441.2455,4048.5,4052.0,0.603,-4.85580126,-0.001990460484982491,0.0007,0.0007,0.6739197862472373,-0.02,2340,exit_signal,False,1
xau-volatility-1h-risk_late_base,XAU/USDT:USDT,2026-07-29 18:00:00+00:00,2026-07-31 18:00:00+00:00,False,1.0,2439.304,2439.304,4052.0,4061.2,0.602,0.68442912,0.000280387501824977,0.0007,0.0007,-1.4350683969669773,-0.02,2880,research_timeout_48h,False,1
xau-volatility-1h-risk_late_base,XAU/USDT:USDT,2026-08-05 03:00:00+00:00,2026-08-07 03:00:00+00:00,False,1.0,2439.473,2439.473,4134.7,4254.7,0.59,67.3351778,0.0275830378719901,0.0007,0.0007,0.0,-0.02,2880,research_timeout_48h,False,1
xau-volatility-1h-risk_late_base,XAU/USDT:USDT,2026-08-19 15:00:00+00:00,2026-08-21 15:00:00+00:00,False,1.0,2455.0454,2455.0454,4488.2,4592.6,0.547,53.62976168,0.02182943219991984,0.0007,0.0007,0.0,-0.02,2880,research_timeout_48h,False,1
xau-volatility-1h-risk_late_base,XAU/USDT:USDT,2026-08-25 03:00:00+00:00,2026-08-27 03:00:00+00:00,True,1.0,2469.1758,2469.1758,4632.6,4632.8,0.533,-2.75872493,-0.0011180481317584277,0.0007,0.0007,0.8047958125149317,-0.02,2880,research_timeout_48h,False,1
xau-volatility-1h-risk_late_base,XAU/USDT:USDT,2026-08-28 18:00:00+00:00,2026-08-30 18:00:00+00:00,True,1.0,2466.6066,2466.6066,4476.6,4485.9,0.551,-7.58975461,-0.0030791578842819397,0.0007,0.0007,0.9913816354373467,-0.02,2880,research_timeout_48h,False,1
xau-volatility-1h-risk_late_base,XAU/USDT:USDT,2026-09-01 09:00:00+00:00,2026-09-03 09:00:00+00:00,True,1.0,2464.9266,2464.9266,4378.2,4440.0,0.563,-34.1668754,-0.013870923769606932,0.0007,0.0007,4.101777220623036,-0.02,2880,research_timeout_48h,False,1
xau-volatility-1h-session_early_base,XAU/USDT:USDT,2026-03-18 15:00:00+00:00,2026-03-20 15:00:00+00:00,True,1.0,2471.3715,2471.3715,4874.5,4575.7,0.507,148.13772402,0.059983492188505697,0.0007,0.0007,0.0,-0.02,2880,research_timeout_48h,False,1
xau-volatility-1h-session_early_base,XAU/USDT:USDT,2026-03-23 12:00:00+00:00,2026-03-25 12:00:00+00:00,False,1.0,2499.7238,2499.7238,4377.8,4574.9,0.571,108.96570581,0.0435606058444456,0.0007,0.0007,0.0,-0.02,2880,research_timeout_48h,False,1
xau-volatility-1h-session_early_base,XAU/USDT:USDT,2026-04-17 15:00:00+00:00,2026-04-19 15:00:00+00:00,False,1.0,2496.8578,2496.8578,4857.7,4796.4,0.514,-34.98174518,-0.014000506992203877,0.0007,0.0007,0.0,-0.02,2880,research_timeout_48h,False,1
xau-volatility-1h-session_early_base,XAU/USDT:USDT,2026-04-21 15:00:00+00:00,2026-04-23 15:00:00+00:00,True,1.0,2498.9712,2498.9712,4732.9,4726.3,0.528,-0.01132032,-4.533165398161607e-06,0.0007,0.0007,0.0,-0.02,2880,research_timeout_48h,False,1
xau-volatility-1h-session_early_base,XAU/USDT:USDT,2026-04-28 12:00:00+00:00,2026-04-30 12:00:00+00:00,True,1.0,2498.2037,2498.2037,4567.1,4627.3,0.547,-36.44993576,-0.01460067831458724,0.0007,0.0007,0.0,-0.02,2880,research_timeout_48h,False,1
xau-volatility-1h-session_early_base,XAU/USDT:USDT,2026-05-11 15:00:00+00:00,2026-05-13 15:00:00+00:00,False,1.0,2496.7008,2496.7008,4728.6,4685.8,0.528,-26.07796224,-0.010437662548790394,0.0007,0.0007,0.0,-0.02,2880,research_timeout_48h,False,1
xau-volatility-1h-session_early_base,XAU/USDT:USDT,2026-05-27 12:00:00+00:00,2026-05-28 15:00:00+00:00,True,1.0,2499.5511,2499.5511,4439.7,4472.7,0.563,-22.09137684,-0.008844328742127056,0.0007,0.0007,0.0,-0.02,1620,exit_signal,False,1
xau-volatility-1h-session_early_base,XAU/USDT:USDT,2026-05-28 15:00:00+00:00,2026-05-30 15:00:00+00:00,False,1.0,2495.7666,2495.7666,4472.7,4542.2,0.558,35.25978006,0.01411795296850458,0.0007,0.0007,0.0,-0.02,2880,research_timeout_48h,False,1
xau-volatility-1h-session_early_base,XAU/USDT:USDT,2026-06-01 15:00:00+00:00,2026-06-03 15:00:00+00:00,True,1.0,2496.6058,2496.6058,4466.2,4460.9,0.559,-0.53047423,-0.00021262700826676478,0.0007,0.0007,0.0,-0.02,2880,research_timeout_48h,False,1
xau-volatility-1h-session_early_base,XAU/USDT:USDT,2026-06-05 15:00:00+00:00,2026-06-07 15:00:00+00:00,True,1.0,2498.696,2498.696,4376.0,4321.3,0.571,27.75738919,0.01111653157210047,0.0007,0.0007,0.0,-0.02,2880,research_timeout_48h,False,1
xau-volatility-1h-session_early_base,XAU/USDT:USDT,2026-07-01 12:00:00+00:00,2026-07-03 12:00:00+00:00,False,1.0,2497.7888,2497.7888,4035.2,4183.2,0.619,87.84152463,0.03514311481218808,0.0007,0.0007,-0.20944264551781738,-0.02,2880,research_timeout_48h,False,1
